time,open,high,low,close,vwap,volume,count
2026-07-31 06:00:00,64304.8,64436.9,64149.3,64192.4,64271.6,11.43907663,1044
2026-07-31 07:00:00,64171.5,64178.9,63820.8,63890.4,63995.2,103.93356081,1831
2026-07-31 08:00:00,63890.4,63907.9,63750.7,63770.0,63818.2,37.82105455,1289
2026-07-31 09:00:00,63770.1,63776.0,63600.0,63646.2,63656.4,67.393375,1449
2026-07-31 10:00:00,63646.2,63882.9,63560.0,63851.7,63739.9,70.01346398,1656
2026-07-31 11:00:00,63851.7,63940.3,63718.5,63732.6,63782.2,55.66849488,1472
2026-07-31 12:00:00,63732.7,63762.0,63548.1,63680.0,63614.8,74.27682299,2238
2026-07-31 13:00:00,63680.0,63766.4,63200.0,63204.1,63433.6,198.05521078,3745
2026-07-31 14:00:00,63204.1,63243.0,62344.0,62605.7,62662.3,339.78625489,8076
2026-07-31 15:00:00,62605.8,62676.1,62400.0,62643.0,62530.0,217.41281255,4293
2026-07-31 16:00:00,62643.1,62861.4,62602.7,62803.4,62737.9,56.32670352,3208
2026-07-31 17:00:00,62803.4,63225.4,62756.0,63190.1,62989.8,193.79551153,3013
2026-07-31 18:00:00,63190.1,63219.0,62892.1,63027.2,63054.5,56.44495906,2498
2026-07-31 19:00:00,63027.2,63095.0,62865.1,62895.3,62966.9,95.22787169,2708
2026-07-31 20:00:00,62906.5,62969.0,62868.4,62890.9,62918.1,42.98367574,2176
2026-07-31 21:00:00,62890.9,62987.6,62780.0,62892.1,62899.8,31.65566291,2238
2026-07-31 22:00:00,62892.1,62963.1,62814.2,62887.4,62907.7,49.3568034,1826
2026-07-31 23:00:00,62887.4,62960.2,62800.1,62822.0,62899.7,26.65069614,1727
2026-08-01 00:00:00,62821.8,62964.0,62821.4,62877.9,62890.3,16.76904009,1515
2026-08-01 01:00:00,62877.9,62931.5,62853.6,62899.4,62876.2,15.34703262,1128
2026-08-01 02:00:00,62906.0,63042.1,62906.0,63004.5,63001.3,8.07556342,931
2026-08-01 03:00:00,63003.2,63015.7,62915.6,62942.3,62942.2,13.33737665,999
2026-08-01 04:00:00,62942.6,63037.5,62934.0,63037.1,62978.8,4.2571155,785
2026-08-01 05:00:00,63037.1,63075.2,62934.0,62974.4,63004.1,10.6847707,922
2026-08-01 06:00:00,62970.1,63020.6,62931.3,63018.0,62982.9,13.63357512,900
2026-08-01 07:00:00,63018.0,63049.8,62990.0,62990.1,63019.9,14.6891924,631
2026-08-01 08:00:00,62990.1,63091.0,62990.0,63088.4,63039.2,10.18330205,751
2026-08-01 09:00:00,63085.1,63085.1,62990.1,63002.0,63047.4,13.42903346,1105
2026-08-01 10:00:00,63002.1,63045.9,62926.3,62998.9,62978.3,11.95622849,1121
2026-08-01 11:00:00,62999.6,63022.0,62988.9,63016.2,63006.7,10.82502965,820
2026-08-01 12:00:00,63016.2,63060.0,63016.2,63041.6,63029.1,19.56290722,849
2026-08-01 13:00:00,63041.6,63044.8,62988.7,63008.9,63012.2,8.66285541,955
2026-08-01 14:00:00,63008.9,63057.0,63008.8,63047.1,63034.1,10.09662502,1131
2026-08-01 15:00:00,63050.0,63050.0,62956.1,62956.1,63019.0,32.66827043,1331
2026-08-01 16:00:00,62956.2,62959.2,62803.6,62857.4,62901.3,43.21939631,2046
2026-08-01 17:00:00,62857.4,62937.2,62618.0,62640.2,62793.1,69.00915907,2340
2026-08-01 18:00:00,62640.2,62678.1,62200.5,62521.7,62396.5,98.602539,3772
2026-08-01 19:00:00,62521.7,62568.0,62406.3,62477.9,62511.5,35.45510912,1706
2026-08-01 20:00:00,62478.0,62617.7,62428.7,62607.8,62535.6,19.83309144,1464
2026-08-01 21:00:00,62607.8,62793.6,62607.8,62759.0,62714.1,18.0080393,1463
2026-08-01 22:00:00,62758.9,62801.2,62736.1,62775.1,62778.0,8.47909475,1091
2026-08-01 23:00:00,62775.1,62788.0,62713.8,62760.0,62741.6,14.67619329,967
2026-08-02 00:00:00,62760.0,62906.7,62740.2,62762.8,62811.7,119.37645885,2790
2026-08-02 01:00:00,62762.9,63000.0,62762.9,62920.1,62920.2,97.86972202,2306
2026-08-02 02:00:00,62920.1,63500.0,62887.0,63377.8,63308.4,126.23936221,2949
2026-08-02 03:00:00,63377.9,63469.1,63308.0,63392.7,63409.2,19.27981954,1123
2026-08-02 04:00:00,63392.7,63541.0,63392.7,63514.8,63463.9,33.72888545,950
2026-08-02 05:00:00,63514.8,63554.4,63348.3,63386.5,63417.7,12.22521861,879
2026-08-02 06:00:00,63386.5,63435.0,63364.7,63421.2,63408.7,13.55488982,1017
2026-08-02 07:00:00,63421.2,63474.1,63414.5,63427.4,63425.6,16.00824653,554
2026-08-02 08:00:00,63427.5,63451.6,63117.8,63117.8,63243.5,25.29532027,1190
2026-08-02 09:00:00,63117.9,63249.3,63036.1,63202.8,63171.6,7.90225736,891
2026-08-02 10:00:00,63202.7,63210.0,63052.0,63127.3,63079.1,18.37434571,938
2026-08-02 11:00:00,63127.3,63140.8,62916.1,62965.8,63061.2,28.93228948,1634
2026-08-02 12:00:00,62965.8,63155.8,62965.8,63059.3,63090.4,9.66035511,1453
2026-08-02 13:00:00,63059.9,63083.7,62932.7,63047.1,63025.1,52.98273789,2048
2026-08-02 14:00:00,63047.1,63113.7,62993.0,63004.1,63049.5,15.28168026,1334
2026-08-02 15:00:00,63004.2,63090.9,62983.3,63046.2,63062.9,19.17566715,1316
2026-08-02 16:00:00,63046.2,63190.3,63000.0,63111.0,63063.0,19.35475789,1735
2026-08-02 17:00:00,63111.1,63270.0,63084.9,63236.0,63175.9,27.00436322,1500
2026-08-02 18:00:00,63236.0,63521.0,63215.6,63311.9,63314.7,77.16994348,2117
2026-08-02 19:00:00,63311.9,63407.9,63256.8,63378.1,63301.3,21.43923986,1547
2026-08-02 20:00:00,63378.1,63435.2,63332.1,63427.2,63368.2,15.09619511,1691
2026-08-02 21:00:00,63427.2,63696.8,63405.3,63500.9,63539.9,48.56263711,2090
2026-08-02 22:00:00,63501.0,63712.1,63290.0,63351.4,63546.1,34.40973031,2206
2026-08-02 23:00:00,63351.3,63516.6,63277.8,63500.0,63437.5,14.26234354,1402
2026-08-03 00:00:00,63500.0,63513.4,63150.0,63243.8,63264.5,55.74908925,2119
2026-08-03 01:00:00,63243.8,63285.7,63042.8,63127.1,63134.0,18.85442064,1591
2026-08-03 02:00:00,63127.2,63190.0,63027.7,63063.8,63110.3,6.3918359,1216
